satisfaction_level,last_evaluation,number_project,average_monthly_hours,tenure,work_accident,left,promotion_last_5years,department,salary
0.89,0.55,4,159,2,0,0,0,sales,medium
0.33,0.4,4,212,2,1,0,0,accounting,low
0.37,0.51,2,140,3,0,1,0,support,medium
0.69,0.74,3,215,2,0,0,0,sales,low
0.9,0.91,4,269,5,0,1,0,sales,medium
0.4,0.48,2,137,3,0,1,0,sales,medium
0.1,0.98,6,268,4,0,1,0,support,low
0.5,0.95,3,198,4,0,0,0,accounting,low
0.11,0.89,6,293,4,0,1,0,support,low
0.11,0.83,6,244,4,0,1,0,accounting,low
0.88,0.92,4,225,5,0,1,0,accounting,low
0.37,0.47,2,159,3,1,1,0,product_mng,medium
0.22,0.55,4,261,3,1,0,0,sales,medium
0.72,0.63,4,241,4,1,0,0,marketing,medium
0.83,0.57,2,222,2,0,0,0,sales,medium
0.74,0.98,3,166,3,1,0,1,management,high
0.86,0.88,5,268,5,0,1,0,technical,medium
0.38,0.51,2,141,3,0,1,0,sales,low
0.56,0.98,5,171,3,1,0,0,sales,low
0.79,0.87,5,261,5,0,1,0,sales,low
0.8,0.8,4,146,3,1,0,0,IT,low
0.58,0.69,4,223,4,0,0,0,sales,low
0.42,0.73,4,208,5,0,0,0,accounting,low
0.1,0.93,6,256,4,0,1,0,support,low
0.29,0.58,5,234,2,0,0,0,product_mng,low
0.53,0.81,3,226,3,1,0,0,sales,low
0.94,0.91,5,254,3,0,0,0,accounting,low
0.75,0.99,2,237,5,1,0,0,product_mng,low
0.37,0.57,2,128,3,0,1,0,sales,medium
0.93,0.86,4,219,3,0,0,0,accounting,low
0.69,0.72,4,210,2,1,0,0,sales,high
0.97,0.89,4,208,2,1,0,0,technical,low
0.41,0.52,2,147,3,0,1,0,product_mng,medium
0.27,0.56,3,301,3,0,1,0,support,low
0.48,0.61,2,121,2,0,0,0,RandD,medium
0.97,0.77,3,182,2,1,0,0,support,low
0.43,0.47,2,149,3,0,1,0,sales,medium
0.64,0.73,3,142,3,0,0,0,marketing,low
0.59,0.48,3,197,3,0,0,0,product_mng,medium
0.48,0.88,3,239,3,0,1,0,sales,low
0.78,0.87,5,243,5,0,1,0,technical,low
0.72,0.56,4,176,2,0,0,0,hr,medium
0.36,0.55,2,141,3,0,1,0,hr,medium
0.56,0.59,3,223,3,0,0,0,support,medium
0.96,0.99,3,148,3,0,0,0,support,medium
0.81,0.94,3,225,4,0,0,0,hr,medium
0.21,0.9,4,271,6,0,0,0,support,high
0.18,0.94,3,187,6,1,0,0,product_mng,low
0.62,0.84,3,270,6,0,0,0,hr,medium
0.37,0.45,2,126,3,0,1,0,support,medium
0.39,0.57,2,133,3,0,1,0,technical,medium
0.57,0.64,4,226,7,0,0,0,sales,low
0.32,0.47,3,143,4,0,0,0,IT,medium
0.09,0.78,7,290,4,0,1,0,management,low
0.11,0.8,6,304,4,0,1,0,technical,low
0.74,0.64,3,136,2,0,0,0,IT,medium
0.42,0.47,2,129,3,0,1,0,hr,low
0.85,0.81,4,260,3,0,0,0,product_mng,medium
0.87,0.48,5,170,3,0,0,0,sales,low
0.7,0.61,4,163,4,1,0,0,sales,low
0.18,0.67,5,285,5,0,0,0,accounting,low
0.13,0.67,3,181,4,0,0,0,technical,low
0.45,0.54,2,135,3,0,1,0,sales,low
0.39,0.89,3,188,5,0,0,0,support,low
0.89,0.53,5,272,3,0,0,0,IT,low
0.87,0.9,4,214,3,0,0,0,technical,medium
0.41,0.54,2,135,3,0,1,0,sales,low
0.69,0.56,4,149,3,0,0,0,IT,medium
0.38,0.56,2,161,3,0,1,0,RandD,medium
0.1,0.87,6,286,4,0,1,0,IT,medium
0.45,0.54,2,142,3,0,1,0,hr,medium
0.65,0.83,4,218,3,0,0,0,hr,low
0.77,0.82,4,217,5,0,1,0,hr,medium
0.45,0.49,2,149,3,0,1,0,product_mng,high
0.1,0.79,7,284,4,0,1,0,IT,medium
0.8,0.9,4,211,8,0,0,0,accounting,medium
0.69,0.76,3,174,6,0,0,0,sales,medium
0.79,0.96,5,218,5,0,1,0,support,medium
0.43,0.47,2,131,3,0,1,0,accounting,low
0.1,0.97,7,306,4,0,1,0,marketing,low
0.11,0.89,6,268,4,0,1,0,IT,medium
0.98,0.55,3,166,6,1,0,0,sales,medium
0.86,0.68,5,263,2,0,1,0,technical,medium
0.6,0.98,3,262,2,0,0,0,accounting,low
0.36,0.55,2,131,3,0,1,0,technical,low
0.54,0.64,3,190,7,0,0,0,sales,medium
0.52,0.84,3,261,8,0,0,1,accounting,low
0.37,0.54,2,145,3,0,1,0,RandD,medium
0.94,0.9,5,191,4,0,0,0,support,low
0.55,0.84,3,237,3,0,0,0,accounting,low
0.85,0.57,4,216,2,0,0,0,product_mng,low
0.83,0.93,5,241,3,0,0,0,sales,low
0.98,0.68,5,171,3,0,0,0,management,high
0.88,0.58,3,145,8,0,0,0,sales,low
0.91,1,5,251,6,0,1,0,sales,low
0.94,0.52,3,273,3,0,0,0,product_mng,high
0.61,0.77,5,232,7,0,0,0,sales,medium
0.11,0.87,6,254,4,0,1,0,hr,low
0.43,0.54,2,153,3,0,1,0,product_mng,medium
0.11,0.78,7,278,4,0,1,0,sales,low
0.5,0.73,3,148,3,0,0,0,accounting,low
0.77,0.64,3,190,10,1,0,0,IT,medium
0.25,0.89,4,154,10,0,0,0,management,high
0.78,0.72,5,270,3,1,0,0,technical,low
0.42,0.48,2,129,3,0,1,0,management,low
0.31,0.95,6,235,5,0,1,0,product_mng,low
0.53,0.77,2,167,2,0,0,0,support,medium
0.8,0.74,3,228,3,0,0,0,technical,medium
0.69,0.73,4,257,10,1,0,0,sales,medium
0.09,0.84,6,269,4,0,1,0,sales,low
0.8,0.86,3,203,3,0,0,0,support,medium
0.39,0.49,2,142,3,0,1,0,sales,low
0.72,0.66,4,202,4,0,0,0,technical,medium
0.59,1,3,156,4,0,1,0,accounting,low
0.48,0.89,4,145,3,0,0,0,sales,low
0.75,0.73,2,152,4,0,0,0,IT,low
0.83,0.54,3,149,3,0,0,0,support,low
0.9,0.58,3,244,8,0,0,0,sales,low
0.23,0.99,4,204,4,1,1,0,accounting,low
0.93,0.7,5,231,7,0,0,1,sales,high
0.91,0.97,4,251,6,0,1,0,technical,low
0.67,0.73,3,203,2,0,0,0,technical,low
0.11,0.95,6,279,4,0,1,0,technical,low
0.09,0.9,7,296,4,0,1,0,technical,medium
0.54,0.72,3,172,2,0,0,0,RandD,low
0.26,0.83,3,168,3,0,0,0,sales,low
0.59,0.73,3,172,6,0,0,0,product_mng,medium
0.96,0.68,4,162,2,0,0,0,technical,medium
0.78,0.62,4,150,3,0,0,1,management,high
0.37,0.51,2,153,3,0,1,0,product_mng,low
0.61,0.93,2,247,3,0,0,0,technical,low
0.94,0.51,3,160,2,0,0,0,IT,low
0.11,0.87,6,257,4,0,1,0,support,medium
0.9,0.89,5,249,3,1,0,0,IT,low
0.38,0.46,2,144,3,0,1,0,management,low
0.79,0.97,5,266,2,0,0,0,technical,medium
0.84,1,5,218,5,0,1,0,technical,medium
0.48,0.72,3,143,4,0,0,0,sales,medium
0.36,0.5,2,158,3,0,1,0,RandD,low
0.82,0.87,4,239,5,0,1,0,sales,low
0.77,0.75,4,225,3,0,0,0,hr,low
0.35,0.99,3,236,4,0,1,0,sales,medium
0.25,0.69,3,187,4,0,0,0,marketing,medium
0.43,0.47,2,130,3,0,1,0,technical,low
0.62,0.87,5,149,3,0,0,0,sales,medium
0.46,0.51,2,155,3,0,1,0,product_mng,low
0.6,0.61,5,191,2,1,0,0,technical,high
0.43,0.48,2,160,3,0,1,0,sales,medium
0.9,0.54,4,172,4,0,0,0,sales,medium
0.8,0.94,4,136,2,0,0,0,hr,medium
0.71,0.87,3,177,4,0,1,0,hr,medium
0.42,0.54,2,156,3,0,1,0,sales,medium
0.67,0.67,4,192,4,0,0,0,IT,low
0.65,0.91,4,243,5,1,0,0,IT,medium
0.88,0.53,3,218,4,0,0,0,sales,low
0.44,0.54,2,133,3,0,1,0,technical,low
0.44,0.48,2,146,3,0,1,0,support,low
0.1,0.77,6,265,4,0,1,0,sales,low
0.91,1,4,253,5,1,1,0,technical,medium
0.8,0.7,4,246,3,0,0,1,marketing,low
0.5,0.83,5,258,2,0,0,0,IT,low
0.1,0.88,7,282,4,0,1,0,support,low
0.82,0.67,2,202,3,0,0,0,sales,low
0.86,0.95,4,270,5,0,1,0,support,low
0.9,0.96,4,258,5,0,1,0,technical,medium
0.4,0.47,5,173,5,0,0,0,technical,medium
0.81,0.81,4,212,2,1,0,0,sales,medium
0.95,0.61,3,224,2,1,0,0,support,low
0.78,0.71,3,249,5,0,1,0,marketing,medium
0.9,0.47,2,107,6,1,0,0,technical,low
0.55,0.81,4,267,5,0,0,0,accounting,low
0.77,0.81,5,237,5,0,1,0,sales,medium
0.4,0.51,2,160,3,0,1,0,support,medium
0.85,1,6,260,3,1,1,0,management,low
0.09,0.97,7,288,4,0,1,0,support,medium
0.51,0.53,3,156,3,0,0,0,management,low
0.9,0.74,5,152,3,0,0,0,IT,medium
0.43,0.52,2,158,3,0,1,0,sales,medium
0.86,1,4,232,5,0,1,0,product_mng,medium
0.44,0.4,3,120,6,0,0,0,technical,low
0.1,0.81,6,271,4,0,1,0,technical,low
0.87,0.82,4,198,7,0,0,0,sales,medium
0.89,0.88,5,228,5,1,1,0,support,low
0.2,0.74,6,148,4,0,0,0,marketing,low
0.43,0.53,2,157,3,0,1,0,RandD,low
0.54,0.94,5,229,3,1,0,0,product_mng,low
0.95,0.66,4,223,10,0,0,0,IT,low
0.2,0.7,4,225,5,0,0,0,support,low
0.43,0.56,2,129,3,0,1,0,sales,low
0.54,0.78,3,156,7,0,0,0,sales,medium
0.65,0.91,4,224,2,1,0,0,sales,low
0.37,0.54,2,131,3,1,1,0,hr,medium
0.51,0.43,3,204,4,0,0,0,product_mng,medium
0.75,0.89,6,250,2,0,0,0,marketing,medium
0.17,0.59,5,250,5,0,0,0,marketing,low
0.11,0.92,7,307,4,0,1,0,IT,low
0.88,0.91,4,233,4,0,0,0,technical,high
0.84,0.83,4,239,5,0,1,0,product_mng,low
0.38,0.55,2,147,3,0,1,0,sales,low
0.42,0.75,3,218,4,0,1,0,management,medium
0.98,0.49,3,199,10,0,0,0,technical,medium
0.44,0.51,2,129,3,0,1,0,support,medium
0.63,0.5,5,246,2,0,0,0,hr,low
0.85,0.79,3,157,4,0,0,0,support,medium
0.78,0.53,6,168,3,0,0,0,sales,low
0.95,0.49,4,146,6,1,0,0,IT,low
0.1,0.82,7,265,4,0,1,0,RandD,low
0.66,0.75,4,203,3,1,0,0,IT,low
0.87,0.94,4,260,5,0,1,0,hr,low
0.46,0.62,6,213,3,0,1,0,support,low
1,0.93,5,167,3,0,0,0,sales,medium
0.92,0.6,4,161,3,0,0,0,IT,low
0.22,0.53,4,244,2,0,0,0,support,medium
0.36,0.48,5,310,3,0,1,0,product_mng,medium
0.84,0.93,4,251,5,0,1,0,technical,medium
0.44,0.48,2,158,3,0,1,0,technical,low
0.49,0.71,3,154,2,0,0,0,sales,medium
0.95,0.86,5,143,3,0,0,0,technical,medium
0.65,0.72,3,134,3,0,0,0,sales,low
0.8,0.83,3,163,3,0,0,0,sales,low
0.52,0.83,4,210,2,0,0,0,product_mng,medium
0.11,0.8,7,305,4,0,1,0,technical,medium
0.88,0.63,3,257,3,0,0,0,sales,low
0.69,0.59,4,264,3,0,0,0,sales,medium
0.37,0.46,2,158,3,0,1,0,hr,low
0.87,0.71,3,132,2,0,0,0,sales,low
0.43,0.47,2,137,3,0,1,0,marketing,medium
0.46,0.55,2,129,3,0,1,0,sales,low
0.5,0.68,3,245,4,0,0,0,marketing,medium
0.52,0.51,3,213,4,0,0,0,support,low
0.71,0.97,5,208,8,1,0,0,management,medium
0.79,0.94,5,227,6,0,1,0,sales,medium
0.59,0.64,5,123,2,0,0,0,product_mng,low
0.66,0.52,3,149,4,1,0,0,sales,medium
0.7,0.93,2,310,3,0,1,0,product_mng,low
0.93,0.97,4,227,3,0,0,0,marketing,medium
0.77,0.74,5,243,2,0,0,0,technical,low
0.4,0.46,2,130,3,0,1,0,sales,low
0.3,0.37,6,278,3,0,0,0,technical,low
0.44,0.52,2,149,3,0,1,0,marketing,low
0.86,0.87,5,171,2,0,0,0,sales,low
0.1,0.96,7,301,4,0,1,0,hr,low
0.47,0.64,3,192,3,0,0,0,support,low
0.94,0.82,4,187,3,0,0,0,sales,low
0.25,0.46,4,214,4,0,1,0,technical,medium
0.93,0.82,4,175,3,0,0,0,IT,low
0.42,0.56,2,149,3,0,1,0,sales,low
0.09,0.9,7,289,4,0,1,0,product_mng,low
0.39,0.55,2,156,3,0,1,0,sales,high
0.64,0.88,3,252,2,0,0,0,sales,low
0.9,0.98,4,264,6,0,1,0,product_mng,medium
0.43,0.66,4,135,2,0,0,0,IT,high
0.44,0.68,3,140,3,0,0,0,technical,low
0.78,0.89,4,272,2,0,0,0,support,low
0.57,1,4,227,10,0,0,0,technical,low
1,0.77,5,269,3,0,0,0,sales,low
0.38,0.53,2,138,3,0,1,0,product_mng,low
0.4,0.69,2,174,3,0,0,0,sales,medium
0.97,0.4,4,258,4,1,0,0,technical,medium
0.95,0.52,3,183,2,1,0,0,sales,low
0.79,0.82,5,158,2,0,0,0,support,low
0.85,0.9,5,202,3,0,0,0,IT,low
0.82,0.91,5,271,2,0,0,1,RandD,medium
0.91,0.84,5,265,5,0,1,0,technical,medium
0.59,0.92,3,203,10,0,0,0,support,medium
0.41,0.47,2,138,3,0,1,0,sales,low
0.43,0.51,2,155,3,0,1,0,technical,medium
0.72,0.58,5,147,3,1,0,0,sales,medium
0.92,0.94,2,224,2,0,0,0,sales,low
0.55,0.68,3,178,3,1,0,0,technical,high
0.73,0.95,4,223,6,0,1,0,support,low
0.11,0.9,6,301,4,0,1,0,technical,low
0.11,0.84,6,287,4,0,1,0,accounting,medium
0.16,0.96,5,137,5,1,0,0,technical,low
0.81,0.86,3,231,3,0,0,0,sales,low
0.49,0.76,5,237,3,0,0,0,IT,high
0.37,0.55,2,127,3,0,1,0,RandD,medium
0.9,0.56,3,151,3,0,0,0,sales,medium
0.48,0.53,4,271,3,0,0,0,hr,low
0.9,0.96,5,243,5,0,1,0,technical,medium
0.11,0.88,6,294,4,0,1,0,IT,medium
0.63,0.66,4,237,2,1,0,0,RandD,medium
0.93,0.98,4,189,10,0,0,0,sales,medium
0.65,0.86,4,264,2,1,0,0,hr,low
0.73,0.87,3,142,3,0,0,0,management,low
0.7,0.89,6,214,2,0,0,0,sales,low
0.3,0.58,2,189,4,1,0,0,accounting,low
0.43,0.55,2,153,3,0,1,0,technical,medium
0.45,0.57,2,149,3,0,1,0,marketing,low
0.96,0.62,4,217,2,0,0,0,support,medium
0.66,0.57,5,161,5,0,1,0,technical,high
0.79,0.95,5,228,5,0,1,0,sales,high
0.45,0.45,2,132,3,0,1,0,marketing,low
0.64,0.67,5,198,2,1,0,0,support,medium
0.41,0.51,2,137,3,0,1,0,support,medium
0.96,0.59,3,241,3,0,0,0,product_mng,low
0.37,0.5,2,131,3,0,1,0,sales,medium
0.11,0.91,6,302,4,0,1,0,accounting,low
0.96,0.68,3,206,3,0,0,0,sales,medium
0.42,0.56,2,156,3,0,1,0,sales,medium
0.53,0.88,3,157,3,0,0,0,IT,low
0.16,0.42,3,182,3,1,0,0,product_mng,low
0.1,0.84,6,286,4,0,1,0,product_mng,low
0.76,0.85,3,180,7,0,0,0,sales,medium
0.83,0.65,4,162,3,0,0,0,technical,low
0.96,0.72,3,272,3,0,0,0,product_mng,low
0.1,0.86,6,247,4,0,1,0,IT,medium
0.43,0.51,2,131,3,0,1,0,sales,medium
0.16,0.46,6,240,2,0,0,0,product_mng,low
0.38,0.69,3,99,3,1,0,0,sales,high
0.74,0.82,4,142,2,0,0,0,marketing,medium
0.43,0.96,3,109,6,0,0,0,technical,low
0.96,0.6,3,160,10,0,0,0,support,medium
0.24,0.94,6,144,4,0,0,0,product_mng,low
0.5,0.52,2,178,2,0,0,0,support,medium
0.42,0.45,3,227,3,0,0,0,sales,medium
0.76,0.51,4,281,3,0,0,0,IT,low
0.33,0.58,2,183,2,0,0,0,management,medium
0.1,0.85,6,283,4,0,1,0,sales,medium
0.1,0.77,6,272,4,0,1,0,accounting,low
0.68,0.75,6,274,5,0,0,0,sales,low
0.1,0.55,2,247,4,0,1,0,sales,medium
0.5,0.54,5,153,4,0,1,0,support,low
0.59,0.54,4,178,2,0,0,0,support,medium
0.43,0.51,2,143,3,0,1,0,technical,medium
0.38,0.55,2,145,3,0,1,0,support,low
0.55,0.82,2,197,4,0,0,0,technical,low
0.76,0.82,4,254,5,1,1,0,sales,medium
0.43,0.56,2,136,3,0,1,0,sales,low
0.39,0.49,2,146,3,0,1,0,sales,medium
0.71,0.92,3,202,4,0,0,0,technical,low
0.97,0.62,6,118,2,0,0,0,accounting,low
0.57,0.75,4,249,10,0,0,0,product_mng,medium
0.83,0.54,4,259,5,0,0,0,support,medium
0.29,0.48,2,116,6,1,0,0,hr,low
0.87,0.52,3,237,3,0,0,0,support,low
0.39,0.46,2,156,3,0,1,0,sales,low
0.82,0.56,2,227,5,1,0,0,management,high
0.62,0.85,3,237,3,1,0,0,IT,medium
0.82,0.91,5,276,6,0,1,0,product_mng,medium
0.84,0.51,2,117,4,0,0,0,accounting,low
0.9,0.89,4,254,7,0,0,0,product_mng,low
0.11,0.87,6,273,4,0,1,0,sales,low
0.11,0.94,7,302,4,0,1,0,sales,medium
0.61,0.42,3,145,4,0,0,1,sales,medium
0.94,0.73,4,204,2,0,0,0,sales,low
0.18,0.75,4,170,5,0,0,0,sales,low
0.53,0.91,5,181,3,0,0,0,sales,low
0.82,0.82,4,249,5,0,1,0,hr,low
0.42,0.55,2,146,3,0,1,0,hr,low
0.91,0.85,3,248,3,0,0,0,sales,medium
0.73,0.77,3,233,3,0,0,0,sales,medium
0.62,0.76,5,198,3,0,0,0,sales,low
0.55,0.63,4,218,2,0,0,0,management,medium
0.78,0.84,3,233,3,1,0,0,IT,low
0.8,1,5,260,5,0,1,0,hr,low
0.78,0.87,4,236,5,0,1,0,sales,medium
0.43,0.55,2,129,3,0,1,0,sales,low
0.88,0.88,5,248,5,0,1,0,technical,medium
0.93,0.95,5,176,6,0,0,1,accounting,medium
0.11,0.97,6,277,4,0,1,0,product_mng,medium
0.59,0.47,3,159,4,0,0,0,product_mng,low
0.85,0.64,5,256,7,0,0,0,product_mng,low
0.89,0.69,3,173,3,0,0,0,sales,medium
0.56,0.92,4,224,3,0,0,0,sales,medium
0.21,0.9,2,239,2,0,0,0,technical,low
0.85,0.87,4,152,7,0,0,0,sales,low
0.98,0.63,3,285,6,0,0,0,sales,low
0.75,0.96,3,138,2,0,0,0,IT,medium
0.68,0.46,4,143,3,0,0,0,sales,low
0.13,0.59,5,160,5,0,0,0,technical,medium
0.51,0.81,3,143,2,0,0,0,hr,low
0.1,0.86,5,253,4,0,1,0,technical,low
0.41,0.56,2,154,3,0,1,1,support,medium
0.46,0.55,2,145,3,0,1,0,technical,low
0.72,0.47,5,168,6,0,0,0,sales,high
0.45,0.52,2,143,3,0,1,0,IT,medium
0.85,0.58,3,226,2,0,1,0,support,medium
0.2,0.72,6,224,4,0,0,0,technical,medium
0.83,0.55,5,261,5,0,0,0,sales,medium
0.41,0.47,2,135,3,0,1,0,support,low
0.4,0.47,2,151,3,0,1,0,sales,medium
0.47,0.55,4,122,5,1,0,0,marketing,medium
0.38,0.5,2,140,3,0,1,0,sales,medium
0.83,1,5,224,5,0,1,0,technical,low
0.15,0.51,6,248,5,0,0,0,support,low
0.63,0.61,6,118,2,0,0,0,IT,low
0.17,0.61,6,154,10,1,0,0,sales,medium
0.61,0.46,5,220,4,0,1,0,sales,low
0.09,0.93,7,270,4,0,1,0,sales,medium
0.93,0.84,5,135,3,0,0,0,technical,medium
0.55,0.58,3,254,2,0,0,0,management,high
0.11,0.93,6,294,4,0,1,0,sales,medium
0.59,0.43,3,173,3,0,0,0,technical,low
0.72,1,4,245,5,0,1,0,sales,low
0.4,0.46,2,128,3,0,1,0,management,low
0.85,0.9,3,245,3,0,0,0,marketing,medium
0.49,0.52,5,188,4,0,0,0,product_mng,medium
0.87,0.9,5,252,5,0,1,0,IT,low
0.11,0.83,6,262,5,0,1,0,IT,low
0.1,0.94,6,309,4,0,1,0,technical,medium
0.9,0.73,2,203,4,0,0,0,support,medium
0.39,0.49,2,144,3,0,1,0,marketing,medium
0.78,0.93,4,225,5,0,1,0,sales,medium
0.82,0.85,4,223,5,0,1,0,technical,medium
0.95,0.88,3,199,3,0,0,0,IT,medium
0.78,0.99,5,241,5,0,1,0,sales,medium
0.11,0.92,6,260,4,0,1,0,support,low
0.71,0.77,3,145,3,0,0,0,technical,high
0.13,0.97,4,162,6,0,0,0,sales,low
0.93,0.74,5,248,8,1,0,0,support,low
0.72,1,5,234,5,0,1,0,marketing,low
0.11,0.94,7,244,4,0,1,0,management,medium
0.1,0.97,6,282,4,0,1,0,hr,medium
0.74,0.93,5,244,5,0,1,0,technical,low
0.58,0.91,3,195,10,0,0,0,support,low
0.09,0.96,7,264,4,0,1,0,accounting,medium
0.73,0.96,5,256,6,1,1,0,support,medium
0.54,0.52,4,173,2,0,0,0,marketing,medium
0.1,0.89,6,259,5,0,1,0,IT,medium
0.43,0.49,2,135,3,0,1,0,technical,low
0.75,0.61,3,263,3,0,0,0,sales,low
0.11,0.83,7,255,5,0,1,0,product_mng,medium
0.33,0.65,3,172,10,0,0,1,marketing,high
0.98,0.95,4,250,2,1,0,0,product_mng,high
0.1,0.95,6,244,5,0,1,0,IT,medium
0.14,0.47,4,175,2,0,1,0,RandD,medium
0.54,0.64,3,250,3,0,0,0,sales,medium
0.86,0.84,3,177,3,0,0,0,sales,medium
0.63,0.85,4,182,3,1,0,0,sales,high
0.91,1,4,257,5,0,1,0,accounting,medium
0.7,0.95,3,158,2,0,0,0,product_mng,medium
0.62,0.72,3,149,3,1,0,0,marketing,medium
0.1,0.79,6,274,4,0,1,0,sales,low
0.7,0.63,3,157,2,0,0,0,RandD,medium
0.38,0.53,2,156,3,0,1,0,sales,low
0.72,0.96,5,267,5,0,1,0,technical,low
0.1,0.96,6,254,4,1,1,0,sales,medium
0.93,0.99,3,169,3,0,0,0,technical,low
0.86,0.82,4,274,2,1,0,0,sales,low
0.63,0.5,3,246,3,0,0,0,product_mng,low
0.38,0.57,2,146,3,0,1,0,sales,medium
0.89,1,5,224,5,0,1,0,sales,low
0.1,0.97,6,254,5,0,1,0,sales,medium
0.4,0.51,2,144,3,0,1,0,accounting,low
0.37,0.48,2,160,3,0,1,0,support,low
0.79,0.65,2,193,5,0,0,0,support,medium
0.85,0.98,5,248,5,0,1,0,product_mng,medium
0.62,0.89,3,131,4,0,1,0,sales,low
0.45,0.53,2,149,3,0,1,0,support,low
0.1,0.81,6,245,4,0,1,0,support,low
0.42,0.52,2,141,3,1,1,0,sales,medium
0.1,0.9,5,263,4,0,1,0,hr,low
0.97,0.63,3,133,3,0,0,0,hr,low
0.36,0.41,3,167,10,0,0,0,support,low
0.52,0.59,5,150,2,0,0,0,sales,low
0.5,0.55,4,148,3,1,0,0,hr,low
0.11,0.8,7,243,4,0,1,0,sales,medium
0.92,0.69,3,192,3,0,0,0,accounting,medium
0.84,0.89,4,187,2,1,0,0,IT,low
0.83,0.7,5,154,3,0,0,0,technical,medium
0.37,0.49,2,153,3,0,1,0,accounting,low
0.88,0.97,4,255,5,1,1,0,IT,low
0.15,0.97,3,198,5,0,0,0,management,medium
0.7,0.84,6,161,4,0,1,0,technical,low
0.89,0.89,5,262,5,0,1,0,accounting,low
0.56,0.58,4,258,3,0,0,0,sales,medium
0.91,0.94,5,218,6,0,1,0,product_mng,low
0.92,0.93,4,225,2,0,0,1,RandD,medium
0.38,0.53,2,157,3,0,1,0,sales,low
0.46,0.5,2,157,3,0,1,0,IT,low
0.1,0.87,6,250,4,0,1,0,sales,low
0.66,0.72,4,271,3,0,0,0,sales,low
0.36,0.73,2,111,2,0,0,0,sales,low
0.96,0.48,4,198,7,0,0,0,sales,medium
0.16,0.71,6,227,5,0,0,0,support,medium
0.4,0.48,2,142,3,0,1,0,support,low
0.5,0.77,3,166,3,0,0,0,IT,medium
0.42,0.53,2,142,3,0,1,0,sales,low
0.76,0.5,3,258,3,0,0,0,IT,low
0.68,0.7,5,168,2,0,0,0,accounting,medium
0.44,0.53,2,154,3,0,1,0,IT,low
0.58,0.9,4,175,3,1,0,0,management,low
0.74,0.96,4,231,5,0,1,0,technical,low
0.75,0.99,5,221,5,0,1,0,product_mng,low
0.37,0.48,2,160,3,0,1,0,IT,low
0.43,0.65,4,124,2,0,0,0,sales,medium
0.41,0.49,2,146,3,0,1,0,IT,low
0.75,0.56,4,230,3,0,0,0,technical,medium
0.99,0.57,3,176,4,1,0,0,support,medium
0.9,0.49,3,259,6,0,0,0,IT,medium
0.4,0.49,2,144,3,0,1,0,support,low
0.96,0.85,4,173,3,0,0,0,marketing,high
0.53,0.81,3,253,3,0,0,0,marketing,medium
0.47,0.57,3,162,3,1,0,0,sales,medium
0.69,0.54,3,164,7,0,0,0,sales,medium
0.37,0.52,2,143,3,0,1,0,sales,medium
0.95,0.45,3,225,2,0,0,0,product_mng,low
0.11,0.92,7,293,4,0,1,0,sales,low
0.77,0.78,3,269,3,0,0,0,support,medium
0.09,0.92,7,245,4,0,1,0,technical,medium
0.45,0.46,2,153,3,1,1,0,technical,medium
0.72,0.99,5,257,5,0,1,0,IT,high
0.38,0.5,2,153,3,0,1,0,support,low
0.29,0.48,2,249,4,0,1,0,IT,medium
0.57,0.93,2,204,10,0,0,0,accounting,low
0.91,0.6,4,235,4,1,0,0,marketing,low
0.78,0.95,3,270,2,0,0,0,sales,medium
0.11,0.85,6,261,4,0,1,0,support,low
0.44,0.52,2,141,3,0,1,0,management,low
0.31,0.7,3,132,3,0,0,0,product_mng,low
0.8,0.54,4,269,3,0,0,0,sales,medium
0.92,0.64,4,190,10,1,0,0,management,low
0.71,0.74,3,163,3,1,0,0,marketing,medium
0.79,1,5,257,6,0,1,0,sales,low
0.11,0.96,7,244,4,0,1,0,support,low
0.71,0.88,3,140,2,0,0,0,technical,low
0.39,0.54,2,127,3,0,1,0,sales,low
0.44,0.57,2,145,3,0,1,0,support,low
0.86,0.82,4,212,2,0,0,0,product_mng,medium
0.83,0.98,4,259,5,0,1,0,support,medium
0.43,0.48,2,149,3,0,1,0,support,medium
0.43,0.46,2,129,3,0,1,0,technical,medium
0.85,0.96,4,217,5,0,1,0,technical,low
0.92,0.99,3,176,8,0,0,0,sales,medium
0.23,0.94,5,242,4,0,0,0,support,medium
0.91,0.65,5,214,3,1,0,0,marketing,low
0.16,0.95,6,117,7,0,0,0,sales,medium
0.76,0.93,3,271,5,0,0,0,hr,low
0.1,0.82,6,272,4,0,1,0,technical,low
0.74,0.59,3,274,3,0,0,0,sales,medium
0.89,0.98,5,274,5,0,1,0,product_mng,medium
0.44,0.53,2,156,3,0,1,0,sales,low
0.77,0.86,5,238,3,0,0,0,management,high
0.38,0.74,3,159,4,0,0,0,technical,medium
0.63,0.8,3,205,2,0,0,0,sales,low
0.36,0.51,2,155,3,0,1,0,IT,low
0.38,0.53,2,140,3,0,1,0,sales,low
0.85,0.85,4,247,6,0,1,0,technical,low
0.98,0.5,4,207,3,0,0,0,marketing,low
0.7,0.93,3,250,3,0,0,0,marketing,low
0.82,0.67,4,156,3,0,0,0,product_mng,low
0.37,0.47,2,149,3,0,1,0,sales,low
0.38,0.57,2,140,3,0,1,0,support,low
0.24,0.52,4,228,5,0,0,0,sales,medium
0.74,0.74,5,160,3,1,0,0,sales,high
